uuid|origin|destination|message|Network Uuid|Sender (Account UUID)|Messagestatus Uuid|datetime|Phone UUID
42a9f4b1-347a-4530-8653-2b4658c22671|20272|254718100718|He was as steady as a clock|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-17 17:12:02|
0c3df899-8a68-45fb-97ec-6995279a6df5|tawi|254728753747|Blunt the finer sensibilities|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-17 18:03:40|
3ab559e0-4485-453d-8e4b-c6db9a54fb59|impala|254728379429|Full of singular freshness, insight and power|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-17 21:55:59|
bdc45244-594b-4d9d-90aa-f486c7fb1106|20240|254713533685|No doubt to most of us|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-18 02:19:04|
15f64cf0-7b36-4361-b7dc-7be1a27a1ba1|20272|254708653405|Moved to unaccustomed tears|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-18 08:33:59|
ad26f72c-8bba-47c1-8310-a20a0d90327b|tawi|254720618083|I do not doubt the sincerity of your arguments|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-18 09:06:29|
11848b29-2898-40b0-afc5-9bbc8e71f98b|impala|254712218136|This is the radical question|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-18 09:26:40|
ae022b38-3fd1-4992-830c-07a8b57de378|20240|254712257831|If I may take for granted|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-18 10:55:41|
3e1c2764-f69e-4433-be76-40cbdaf85f7b|20272|254718021877|Transitory in its nature|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-18 13:21:16|
f5d5f069-045e-438d-b2aa-c6247c705805|tawi|254702127365|Owing to our inability to collect out-standing debts|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-18 14:27:08|
e8b8208e-d39d-4eb2-8ae9-12a69d10e13c|impala|254713441854|                           |5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-18 18:33:45|
198313dd-4966-4849-ab00-eb7fa3d5b854|20240|254702239168|[aigrette = ornamental tuft of upright plumes]|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-18 19:21:12|
87aa02f5-90f0-47b4-8123-3ac9237ad10b|20272|254716480935|Any time is suitable|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-19 01:53:05|
6d3ec45f-f594-4cc9-a0dd-8ca353d2d1cb|tawi|254712109011|from the depth of some enchanted forest|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-19 03:14:42|
22a58e51-bbb4-4d2f-b5a7-5f9774b3e46b|impala|254722278753|Animated by noble pride|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-19 04:27:05|
d6737d93-1461-4918-a454-6c60d7728852|20240|254705295292|A series of happy thoughts came to mind|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-19 06:14:08|
7088d9cd-1ec9-40d7-adef-12907ac9760c|20272|254713049680|The theory seems at first sight|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-19 07:18:18|
47e81765-9453-46a5-934d-9bfbe5223d98|tawi|254720499770|We particularly want to interest you in a new carpet|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-19 07:40:29|
22a19eba-783f-4634-b1f0-d5db46820238|impala|254723745502|Marvelous copiousness of illustration|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-19 09:18:14|
3184c4a4-f869-4950-a65d-79ad04637e5e|20240|254703779819|What unseemly levity on his part|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-19 10:02:35|
877559c4-b5d2-4611-9dcf-dd044835fd80|20272|254708959181|The hill-tops gleam in morning's spring|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-19 11:51:22|
ec3f19bf-8f32-445f-8538-f53af8f59797|tawi|254719704437|My life was white as driven snow|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-19 13:58:22|
4a54ca07-a872-4b4c-bd3d-297064efbf69|impala|254705116815|There is one story which it is said|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-19 15:59:29|
bc3b358d-8584-45f4-b20d-0a3273bd37c5|20240|254701778980|Her laugh is like a rainbow-tinted spray|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-19 16:46:57|
12329d3c-bd6c-4f13-aa29-47d4f3ddf17f|20272|254716032774|The supernatural prescience of prophecy|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-19 19:44:44|
41fcfa84-e850-4ade-9ca0-43153648767d|tawi|254727796896|Stimulated to profitable industry|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-19 20:48:13|
dd355a4a-4ce8-444c-a0cc-79863768d060|impala|254719836795|A flood of pride rose in him|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-19 22:42:22|
98440680-27ea-4c68-8cdd-6a88fc7215f9|20240|254722406926|Though thou be black as night|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-19 23:53:31|
938c2aaf-2300-4fbe-a644-e283a0c6de4a|20272|254721220446|Surely there can be no question about that|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-20 01:31:23|
a2facb04-9844-4705-bb1a-d1b4a74f775d|tawi|254703151873|Chilli bean nachos are delicious|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-20 02:56:23|
b6e7ece5-7cb0-4ae3-9c01-594824fdcea6|impala|254724423658|Rare candor and flexibility of mind|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-20 03:33:42|
1ff04c55-caf0-4ea3-a5c2-fdd31c2027aa|20240|254711543322|I have now much pleasure in confirming|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-20 03:54:32|
b61d3cef-83e1-4d2d-a17d-a24b6267be5c|20272|254702048960|Sentences level and straight like a hurled lance|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-20 05:14:57|
6aa44475-7d7f-447c-b06a-a059d70d681a|tawi|254716694068|In answering the inquiry|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-20 07:33:48|
7dc69489-625a-4865-b1ec-f1f57ae2656f|impala|254720919708|High and undiscouraged hope|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-20 11:07:05|
137930ea-f516-462a-96f2-55cdcb25529d|20240|254724358714|We should not, therefore, question|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-20 12:33:18|
1974170e-f147-4a69-8364-d0c5450d16e5|20272|254726600500|Words like the gossamer film of the summer|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-20 14:25:24|
c8b02a74-76b6-4ebb-bf97-d408d47e24fb|tawi|254725151405|Blind leaders of the blind|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-20 15:47:04|
548e81de-01df-46e7-bccf-62249dfd3efa|impala|254716847406|The solid mountains gleamed like the unsteady sea|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-20 16:11:32|
a9018592-2a5f-4f93-aea0-8bc43955094b|20240|254711725577|She flounders like a huge conger-eel in an ocean of dingy morality|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-20 16:46:58|
02fc7147-acf0-4a1d-83df-f735c70355ed|20272|254729519805|My heart will be as wind fainting in hot grass|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-20 17:53:21|
a8670da8-275f-4a2e-8c36-1bdaa7a5f6a6|tawi|254700441467|Sustained dignity and mellifluous precision|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-20 17:56:26|
3db8782c-0f05-4db5-9044-5ec9491a501f|impala|254707607964|Unearthly in its malignant glee|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-20 23:02:59|
ff6e23f0-6836-4821-9a4d-288dd62e50a6|20240|254713759220|And then again|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-21 00:14:41|
c04f7b35-ce53-4da1-a1fc-9e9578a37cad|20272|254703401626|Beauteous she looks as a water-lily|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-21 01:13:09|
45286a78-50f6-49f4-aaab-beee614840c6|tawi|254705654720|The flower of courtesy|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-21 03:15:17|
ae7542bf-294c-4b6b-8060-980681f80054|impala|254715731723|The dark hours are swept away like crumbling ashes|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-21 06:17:11|
b758d6ab-5257-462b-bf37-41e95e0e0a77|20240|254711959996|A trace of obvious sarcasm|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-21 09:31:16|
bacbcb82-3f3a-4943-86b9-d1d1ea708a68|20272|254716026762|I will, with great pleasure|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-21 09:52:11|
0a4598a3-9393-48b9-b0f4-c76eecde958c|tawi|254722071635|See with eagle glance through conventionalisms|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-21 11:58:47|
11068416-2032-4a98-878a-6206a4275e39|impala|254718427830|A harassing anxiety of sorrow|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-21 15:50:29|
dbbdba11-d5e4-44d4-b1ba-4e8130ead8a4|20240|254722001687|But my allotted time is running away|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-21 16:57:26|
ad65929c-e04f-40fc-8eb7-852c762cbade|20272|254717710639|It was a propitious circumstance    [propitious = auspicious, favorable]|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-21 18:18:54|
2f1a3517-ed54-43ae-8224-6f0a92c1e557|tawi|254700672953|Let us push the inquiry yet further|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-21 20:46:48|
0784c0d9-38c4-49bb-a5c8-b16296df4a57|impala|254708365651|You can hardly be serious|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-21 21:10:00|
9176cbd5-424b-4db8-92f6-0515a623ded1|20240|254707685040|We assume that you are considering|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-21 21:40:41|
a0bc4cd1-f48c-4d94-8979-1cbbbb01d936|20272|254715892944|Oh, you may be as scornful as you like|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-22 01:08:33|
0d5b7f6d-c8b8-46af-8317-1ab8f5b0715c|tawi|254705362823|I wish you success and happiness|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-22 03:26:27|
b62f798c-ec28-4471-9cdd-6a4ec4ecfec7|impala|254716898302|Serve the innocent purposes of life|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-22 08:07:40|
08fe2871-511d-4626-a1f2-aad9fdfa7480|20240|254704154107|In days to come|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-22 08:12:40|
ebbec16a-f43a-4f95-82d9-84decbabf78e|20272|254722214802|You will please not be flippant|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-22 10:19:09|
59bb976c-e843-438f-b80a-7f918703efa7|tawi|254726987158|I speak the fact when I tell you|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-22 12:26:39|
e6fb2ab2-789a-4d5b-b9e1-66f890d35c98|impala|254727234595|Is there any reason in the world|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-22 14:05:08|
452ef4c8-7787-464d-9eca-5ecd68508ec5|20240|254707001532|A portent full of possible danger|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-22 14:09:40|
946623ed-255a-4ecd-806b-058daf85bca4|20272|254706312898|Nothing beats chocolate|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-22 14:24:56|
2e348e3b-4eea-4464-ae4f-9492b50e1806|tawi|254716353346|If we sincerely desire|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-22 18:48:41|
bc3759d2-1c74-48cd-9dac-5bc14bf88401|impala|254709231399|However, because of the special circumstances attached|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-23 00:14:43|
d7c85519-373c-49e7-beba-0a21cabb3ab3|20240|254723981426|He saw red|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-23 02:16:17|
fa46ebe2-f136-4aea-ba50-e1f17b37259f|20272|254710632797|In a great and fruitful way|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-23 03:38:37|
610a0167-99db-4bd3-8497-bea9b1ee6a58|tawi|254711928055|The stacks of corn in brown array, like tattered wigwams on the plain|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-23 03:51:57|
21bf4ac2-f1e1-40bb-b11e-a3b56eba4482|impala|254705131332|One other remark suggests itself|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-23 04:54:47|
73d9ee17-11dc-4803-ab30-865a95d4c3bd|20240|254716162590|But I do not propose all these things|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-23 05:44:27|
4b7db719-0987-4fe5-ba47-8af16c6dd6f6|20272|254703847636|Predict the gloomiest consequences|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-23 07:38:47|
ec671d88-a76f-4bed-81df-b82c96c77afb|tawi|254704459522|I admire your foresight|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-23 11:40:05|
9e4d6904-7fc5-419b-ac61-2d6ca27906e0|impala|254727884082|His agitation increased hourly|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-23 12:05:14|
35714532-ee69-4488-bd01-ae05d84d3744|20240|254715236364|rose like a vast empty house through which|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-23 13:44:45|
bdbe59d3-d717-4f90-8282-952c23f5198a|20272|254716673705|She was in an anguish of sharp and penetrating remorse|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-23 14:06:47|
fa3ccf85-68af-4d45-8315-a82dcfe3a2a6|tawi|254718478640|Constrained by the sober exercise of judgment|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-23 16:24:54|
8d4c66c8-bc52-4e6f-ac3f-8bbeff6cd773|impala|254717302920|Perfectly illustrated and exemplified|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-23 17:08:34|
75b925d2-fbc0-4b19-9bd8-4784e1b23c85|20240|254717914501|Frequently recurring forms of awkwardness|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-23 17:10:49|
35523c20-f2ba-4a4e-b9dc-9fd963ae7441|20272|254719240593|A new trouble was dawning on his thickening mental horizon|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-23 17:24:35|
96a4bbb5-4c19-4d49-8289-0645c2049b6d|tawi|254706069026|Unstable moral equilibrium of boyhood|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-23 19:10:54|
a08ff5dd-4652-4266-9b02-6ceb68c81b3d|impala|254704889770|I could wish that this belief|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-23 20:20:57|
b7945801-f1ac-49f7-a332-46f2c697fd86|20240|254705812498|Reflected each in the other like stars in a lake|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-23 21:36:06|
449ff90b-21c8-4f2e-b155-035b3afb1ed5|20272|254711533033|Altho I say it to myself|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-23 22:20:02|
4fca7708-8c06-4048-ac5e-4735155691fd|tawi|254712424717|Here then is the key|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-23 22:59:03|
5330334b-c567-4f0c-8898-2b5fcd9496fd|impala|254723023703|It is a circumstance of happy augury|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-23 23:07:57|
2f68790d-b49c-4c09-85f5-a7dcf84f4d53|20240|254705527382|If I understand the matter at all|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-23 23:41:55|
63770313-4e36-43de-b62f-af70b5fc0224|20272|254718358337|A wordless farewell|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-24 01:15:46|
b5a8fe19-7b87-4ddf-882d-bb0bc53f3804|tawi|254711283118|The sky was heavily sprinkled with stars|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-24 05:04:46|
6651e507-4158-43e0-a540-ad73c6181000|impala|254716797447|Till he melted like a cloud in the silent summer heaven|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-24 05:59:17|
dfc9e5be-0ec0-44d7-860f-3e89d83c038e|20240|254703415236|A list of our unread books torments some of us like a list of murders|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-24 06:28:50|
e32b64e2-c4a7-491f-b808-cc06b8528db1|20272|254710251989|We regret that we are unable to grant your request|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-24 06:49:35|
4ffe876d-8bdb-417f-95f1-a5da3e59d973|tawi|254723439851|Like a flower her red lips parted|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-24 08:04:28|
