uuid|origin|destination|message|networkuuid|sender|messagestatusuuid|datetime
7088d9cd-1ec9-40d7-adef-12907ac9760c|20272|254713049680|The theory seems at first sight|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-06 20:39:36.688+03
47e81765-9453-46a5-934d-9bfbe5223d98|tawi|254720499770|We particularly want to interest you in a new carpet|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-06 21:12:13.835+03
22a19eba-783f-4634-b1f0-d5db46820238|impala|254723745502|Marvelous copiousness of illustration|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-06 22:58:57.1+03
3184c4a4-f869-4950-a65d-79ad04637e5e|20240|254703779819|What unseemly levity on his part|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-07 01:13:34.834+03
877559c4-b5d2-4611-9dcf-dd044835fd80|20272|254708959181|The hill-tops gleam in morning's spring|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-07 03:06:40.404+03
ec3f19bf-8f32-445f-8538-f53af8f59797|tawi|254719704437|My life was white as driven snow|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-07 03:52:24.069+03
4a54ca07-a872-4b4c-bd3d-297064efbf69|impala|254705116815|There is one story which it is said|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-07 04:20:31.916+03
bc3b358d-8584-45f4-b20d-0a3273bd37c5|20240|254701778980|Her laugh is like a rainbow-tinted spray|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-07 05:14:14.099+03
12329d3c-bd6c-4f13-aa29-47d4f3ddf17f|20272|254716032774|The supernatural prescience of prophecy|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-07 06:00:59.337+03
41fcfa84-e850-4ade-9ca0-43153648767d|tawi|254727796896|Stimulated to profitable industry|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-07 09:08:58.184+03
dd355a4a-4ce8-444c-a0cc-79863768d060|impala|254719836795|A flood of pride rose in him|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-07 10:58:27.29+03
98440680-27ea-4c68-8cdd-6a88fc7215f9|20240|254722406926|Though thou be black as night|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-07 14:02:07.895+03
938c2aaf-2300-4fbe-a644-e283a0c6de4a|20272|254721220446|Surely there can be no question about that|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-07 14:48:02.37+03
a2facb04-9844-4705-bb1a-d1b4a74f775d|tawi|254703151873|Chilli bean nachos are delicious|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-07 15:39:54.493+03
b6e7ece5-7cb0-4ae3-9c01-594824fdcea6|impala|254724423658|Rare candor and flexibility of mind|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-07 16:59:21.798+03
1ff04c55-caf0-4ea3-a5c2-fdd31c2027aa|20240|254711543322|I have now much pleasure in confirming|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-07 17:21:38.41+03
b61d3cef-83e1-4d2d-a17d-a24b6267be5c|20272|254702048960|Sentences level and straight like a hurled lance|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-07 18:38:21.405+03
6aa44475-7d7f-447c-b06a-a059d70d681a|tawi|254716694068|In answering the inquiry|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-08 03:42:23.507+03
7dc69489-625a-4865-b1ec-f1f57ae2656f|impala|254720919708|High and undiscouraged hope|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-08 04:40:46.994+03
137930ea-f516-462a-96f2-55cdcb25529d|20240|254724358714|We should not, therefore, question|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-08 05:17:34.403+03
1974170e-f147-4a69-8364-d0c5450d16e5|20272|254726600500|Words like the gossamer film of the summer|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-08 07:22:51.574+03
c8b02a74-76b6-4ebb-bf97-d408d47e24fb|tawi|254725151405|Blind leaders of the blind|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-08 08:08:00.461+03
548e81de-01df-46e7-bccf-62249dfd3efa|impala|254716847406|The solid mountains gleamed like the unsteady sea|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-08 08:26:21.146+03
a9018592-2a5f-4f93-aea0-8bc43955094b|20240|254711725577|She flounders like a huge conger-eel in an ocean of dingy morality|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-08 09:02:21.099+03
02fc7147-acf0-4a1d-83df-f735c70355ed|20272|254729519805|My heart will be as wind fainting in hot grass|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-08 09:41:24.852+03
a8670da8-275f-4a2e-8c36-1bdaa7a5f6a6|tawi|254700441467|Sustained dignity and mellifluous precision|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-08 09:53:58.322+03
3db8782c-0f05-4db5-9044-5ec9491a501f|impala|254707607964|Unearthly in its malignant glee|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-08 10:56:43.775+03
ff6e23f0-6836-4821-9a4d-288dd62e50a6|20240|254713759220|And then again|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-08 12:48:51.852+03
c04f7b35-ce53-4da1-a1fc-9e9578a37cad|20272|254703401626|Beauteous she looks as a water-lily|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-08 14:15:15.965+03
45286a78-50f6-49f4-aaab-beee614840c6|tawi|254705654720|The flower of courtesy|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-08 14:32:28.645+03
ae7542bf-294c-4b6b-8060-980681f80054|impala|254715731723|The dark hours are swept away like crumbling ashes|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-08 16:06:48.824+03
b758d6ab-5257-462b-bf37-41e95e0e0a77|20240|254711959996|A trace of obvious sarcasm|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-08 16:08:51.833+03
bacbcb82-3f3a-4943-86b9-d1d1ea708a68|20272|254716026762|I will, with great pleasure|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-08 18:36:24.189+03
0a4598a3-9393-48b9-b0f4-c76eecde958c|tawi|254722071635|See with eagle glance through conventionalisms|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-08 18:54:35.662+03
11068416-2032-4a98-878a-6206a4275e39|impala|254718427830|A harassing anxiety of sorrow|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-08 20:28:07.744+03
dbbdba11-d5e4-44d4-b1ba-4e8130ead8a4|20240|254722001687|But my allotted time is running away|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-08 21:09:41.619+03
ad65929c-e04f-40fc-8eb7-852c762cbade|20272|254717710639|It was a propitious circumstance    [propitious = auspicious, favorable]|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-08 23:45:47.641+03
2f1a3517-ed54-43ae-8224-6f0a92c1e557|tawi|254700672953|Let us push the inquiry yet further|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-09 00:57:25.911+03
0784c0d9-38c4-49bb-a5c8-b16296df4a57|impala|254708365651|You can hardly be serious|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-09 01:30:27.34+03
9176cbd5-424b-4db8-92f6-0515a623ded1|20240|254707685040|We assume that you are considering|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-09 05:18:39.416+03
a0bc4cd1-f48c-4d94-8979-1cbbbb01d936|20272|254715892944|Oh, you may be as scornful as you like|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-09 06:51:50.872+03
0d5b7f6d-c8b8-46af-8317-1ab8f5b0715c|tawi|254705362823|I wish you success and happiness|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-09 10:13:20.676+03
b62f798c-ec28-4471-9cdd-6a4ec4ecfec7|impala|254716898302|Serve the innocent purposes of life|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-09 10:32:58.273+03
08fe2871-511d-4626-a1f2-aad9fdfa7480|20240|254704154107|In days to come|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-09 12:18:33.398+03
ebbec16a-f43a-4f95-82d9-84decbabf78e|20272|254722214802|You will please not be flippant|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-09 12:27:51.646+03
59bb976c-e843-438f-b80a-7f918703efa7|tawi|254726987158|I speak the fact when I tell you|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-09 12:32:43.674+03
e6fb2ab2-789a-4d5b-b9e1-66f890d35c98|impala|254727234595|Is there any reason in the world|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-09 16:06:49.019+03
452ef4c8-7787-464d-9eca-5ecd68508ec5|20240|254707001532|A portent full of possible danger|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-09 16:28:54.803+03
946623ed-255a-4ecd-806b-058daf85bca4|20272|254706312898|Nothing beats chocolate|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-09 16:33:44.279+03
2e348e3b-4eea-4464-ae4f-9492b50e1806|tawi|254716353346|If we sincerely desire|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-09 16:46:31.109+03
bc3759d2-1c74-48cd-9dac-5bc14bf88401|impala|254709231399|However, because of the special circumstances attached|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-09 16:49:41.762+03
d7c85519-373c-49e7-beba-0a21cabb3ab3|20240|254723981426|He saw red|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-09 18:47:33.844+03
fa46ebe2-f136-4aea-ba50-e1f17b37259f|20272|254710632797|In a great and fruitful way|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-09 22:13:14.759+03
610a0167-99db-4bd3-8497-bea9b1ee6a58|tawi|254711928055|The stacks of corn in brown array, like tattered wigwams on the plain|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-09 23:39:43.031+03
21bf4ac2-f1e1-40bb-b11e-a3b56eba4482|impala|254705131332|One other remark suggests itself|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-09 23:45:35.378+03
73d9ee17-11dc-4803-ab30-865a95d4c3bd|20240|254716162590|But I do not propose all these things|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-10 02:32:55.672+03
4b7db719-0987-4fe5-ba47-8af16c6dd6f6|20272|254703847636|Predict the gloomiest consequences|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-10 05:15:29.292+03
ec671d88-a76f-4bed-81df-b82c96c77afb|tawi|254704459522|I admire your foresight|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-10 05:46:13.196+03
9e4d6904-7fc5-419b-ac61-2d6ca27906e0|impala|254727884082|His agitation increased hourly|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-10 06:19:10.816+03
35714532-ee69-4488-bd01-ae05d84d3744|20240|254715236364|rose like a vast empty house through which|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-10 06:57:23.165+03
bdbe59d3-d717-4f90-8282-952c23f5198a|20272|254716673705|She was in an anguish of sharp and penetrating remorse|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-10 07:56:15.393+03
fa3ccf85-68af-4d45-8315-a82dcfe3a2a6|tawi|254718478640|Constrained by the sober exercise of judgment|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-10 09:28:56.286+03
8d4c66c8-bc52-4e6f-ac3f-8bbeff6cd773|impala|254717302920|Perfectly illustrated and exemplified|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-10 10:00:58.134+03
75b925d2-fbc0-4b19-9bd8-4784e1b23c85|20240|254717914501|Frequently recurring forms of awkwardness|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-10 10:46:27.451+03
35523c20-f2ba-4a4e-b9dc-9fd963ae7441|20272|254719240593|A new trouble was dawning on his thickening mental horizon|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-10 11:02:48.305+03
96a4bbb5-4c19-4d49-8289-0645c2049b6d|tawi|254706069026|Unstable moral equilibrium of boyhood|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-10 11:41:22.688+03
a08ff5dd-4652-4266-9b02-6ceb68c81b3d|impala|254704889770|I could wish that this belief|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-10 14:11:06.514+03
b7945801-f1ac-49f7-a332-46f2c697fd86|20240|254705812498|Reflected each in the other like stars in a lake|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-10 19:44:36.551+03
449ff90b-21c8-4f2e-b155-035b3afb1ed5|20272|254711533033|Altho I say it to myself|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-10 22:18:10.431+03
4fca7708-8c06-4048-ac5e-4735155691fd|tawi|254712424717|Here then is the key|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-10 22:33:06.398+03
5330334b-c567-4f0c-8898-2b5fcd9496fd|impala|254723023703|It is a circumstance of happy augury|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-11 00:36:48.681+03
2f68790d-b49c-4c09-85f5-a7dcf84f4d53|20240|254705527382|If I understand the matter at all|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-11 01:18:29.906+03
63770313-4e36-43de-b62f-af70b5fc0224|20272|254718358337|A wordless farewell|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-11 04:55:19.421+03
b5a8fe19-7b87-4ddf-882d-bb0bc53f3804|tawi|254711283118|The sky was heavily sprinkled with stars|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-11 06:18:35.036+03
6651e507-4158-43e0-a540-ad73c6181000|impala|254716797447|Till he melted like a cloud in the silent summer heaven|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-11 07:12:37.464+03
dfc9e5be-0ec0-44d7-860f-3e89d83c038e|20240|254703415236|A list of our unread books torments some of us like a list of murders|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-11 07:22:06.023+03
e32b64e2-c4a7-491f-b808-cc06b8528db1|20272|254710251989|We regret that we are unable to grant your request|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-11 07:32:50.825+03
4ffe876d-8bdb-417f-95f1-a5da3e59d973|tawi|254723439851|Like a flower her red lips parted|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-11 07:34:29.583+03
8578ad86-cbc3-4f5d-9c6b-a91b92239ade|impala|254706620531|A brave but turbulent aristocracy|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-11 08:33:08.202+03
ad0168bf-dcd1-4300-808b-ab3b0376a02b|20240|254713486726|I believe I voice the sentiment|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-11 10:36:15.805+03
8bdff7fe-6870-4f0a-9fe5-df43135a4438|20272|254705082714|I have introduced it to suggest|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-11 13:46:23.193+03
c329e72f-5baa-457f-9d34-f5b32be1afd2|tawi|254709219309|A painful and disconcerting deformity|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-11 14:39:18.451+03
0a6e4a87-6f73-4517-b96b-ed40c541d70a|impala|254727671643|Wiser counsels prevailed|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-11 15:57:21.478+03
7a55d028-39ed-46e7-82a8-688e1eabe706|20240|254725857272|This arrangement will help us over the present difficulty|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-11 16:37:14.598+03
6e2b34ad-538c-473c-ba47-fe9cc0c516c2|20272|254704189515|A golden haze of light surrounded them|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-11 17:25:53.257+03
d2b966d6-49ec-4d2a-a47b-50b9f4f7bbb8|tawi|254705993532|We may parenthetically note|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-11 20:21:13.028+03
bc3ca5a2-c0cf-4e8a-9672-4f9a481d74db|impala|254717381454|His voice was like the clap of thunder|0DE968C9-7309-C481-58F7-AB6CDB1011EF|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-11 22:13:25.423+03
c72a9a5a-9848-4443-8db7-56ead6908d09|20240|254708553511|You may rely on me absolutely|5C1D9939-136A-55DE-FD0E-61D8204E17C9|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-12 00:12:27.659+03
0d5059b0-cc56-4760-8bae-e4c7de5da226|20272|254708385369|Finally, it is my most fervent prayer|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|2015-02-12 00:23:20.887+03
9553416b-d7fe-4ad2-993e-7074304b490b|tawi|254713816946|In a vague and fragmentary way I agree with him|0DE968C9-7309-C481-58F7-AB6CDB1011EF|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|2015-02-12 03:07:48.955+03
6f353797-50d6-491c-aaf4-8c2f9c78f290|impala|254714458236|Nor let me forget to add here|5C1D9939-136A-55DE-FD0E-61D8204E17C9|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|2015-02-12 07:43:56.795+03
887ec4e6-8f8f-4b57-aa08-83b6f1285e11|20240|254727225075|More than once have I had to express|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|2015-02-12 08:24:07.129+03
